# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
3.5 0.008 0.0043231 0.46195 0.00779102 0.44087
15.0 0.008 0.018528 0.63212 0.00745219 0.636543
18.0 0.008 0.022233 0.664 0.00755127 0.661163
22.0 0.008 0.027174 0.65607 0.0179925 0.688298
27.0 0.008 0.03335 0.7073 0.00829861 0.716062
35.0 0.008 0.043231 0.74595 0.0084995 0.751404
45.0 0.008 0.055583 0.7804 0.00889242 0.785736
60.0 0.008 0.074111 0.8185 0.00978869 0.825285
70.0 0.008 0.086462 0.81942 0.0151756 0.846531
90.0 0.008 0.11117 0.88253 0.0114409 0.881344
120.0 0.008 0.14822 0.89275 0.0108967 0.92122
150.0 0.008 0.18528 0.92693 0.0137795 0.952087
200.0 0.008 0.24704 0.94762 0.00952984 0.991177
250.0 0.008 0.30879 0.95192 0.00994271 1.02041
300.0 0.008 0.37055 0.96895 0.0109403 1.04287
400.0 0.008 0.49407 1.0179 0.0133302 1.07285
500.0 0.008 0.61759 0.99848 0.0210828 1.08769
