# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
500.0 0.65 0.0076011 0.027157 0.005956833636 19.179 10.501 21.9348
800.0 0.65 0.012162 0.015845 0.00391862695 21.2 12.487 24.731
1500.0 0.65 0.022803 0.015968 0.002091281056 11.096 6.3287 13.0967
2000.0 0.65 0.030404 0.011157 0.002005649262 15.896 7.8282 17.9766
3000.0 0.65 0.045607 0.015162 0.0014827996302 8.821 3.7753 9.77971
5000.0 0.65 0.076011 0.014706 0.002091737322 12.57 6.3711 14.2237
8000.0 0.65 0.12162 0.015898 0.001979014836 11.752 3.8275 12.4482
12000.0 0.65 0.18243 0.01491 0.00351940113 22.678 6.3306 23.6043
20000.0 0.65 0.30404 0.017364 0.005881429896 30.507 14.48 33.8714
30000.0 0.65 0.45607 0.044179 0.014340680116 30.339 11.329 32.4604
50000.0 0.65 0.76011 0.08221 0.04666642429 55.748 10.546 56.7649
650.0 0.65 0.0098814 0.022762 0.00371396173 13.737 7.8017 16.3165
800.0 0.65 0.012162 0.020694 0.002991297006 11.932 7.2143 14.4549
1000.0 0.65 0.015202 0.019892 0.003216158452 13.687 7.7166 16.1681
1200.0 0.65 0.018243 0.022323 0.003551946468 13.477 7.8319 15.9116
1500.0 0.65 0.022803 0.015759 0.001689270246 9.0005 5.2479 10.7194
2000.0 0.65 0.030404 0.017377 0.002099263239 10.095 6.0439 12.0807
3000.0 0.65 0.045607 0.015536 0.0013824538704 7.7406 4.0162 8.89839
5000.0 0.65 0.076011 0.010709 0.00153213663 12.944 5.8019 14.307
8000.0 0.65 0.12162 0.016222 0.001876788068 10.348 4.9902 11.5694
12000.0 0.65 0.18243 0.016924 0.003199956072 17.576 6.8117 18.9078
20000.0 0.65 0.30404 0.011947 0.00421956093 32.498 13.663 35.319
30000.0 0.65 0.45607 0.0085041 0.0059315842377 69.027 9.8656 69.7497
