# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
150.0 0.005 0.29644 1.1088 0.0187115544 0.71411 1.128 1.68755
200.0 0.005 0.39526 1.1112 0.01421924856 0.59126 0.53135 1.27963
250.0 0.005 0.49407 1.1238 0.0175627464 0.88026 0.78407 1.5628
300.0 0.005 0.59289 1.1566 0.0234581612 1.4908 0.88757 2.0282
1.2 0.005 0.0023715 0.2979 0.01618279191 4.5054 2.6071 5.43229
2.7 0.005 0.005336 0.45307 0.011038008489 0.74186 1.8238 2.43627
6.5 0.005 0.012846 0.57884 0.009230298408 0.93758 0.85011 1.59462
8.5 0.005 0.016798 0.63241 0.010951317488 0.76473 1.254 1.73168
10.0 0.005 0.019763 0.62751 0.010258784484 1.1173 0.7701 1.63484
12.0 0.005 0.023715 0.67921 0.012069425858 0.85044 1.263 1.77698
15.0 0.005 0.029644 0.71299 0.008223911856 0.58857 0.62391 1.15344
18.0 0.005 0.035573 0.7438 0.00833442776 0.56025 0.59619 1.12052
22.0 0.005 0.043478 0.769 0.020500771 2.3731 0.89011 2.6659
27.0 0.005 0.05336 0.79956 0.009210771288 0.54015 0.65423 1.15198
35.0 0.005 0.06917 0.8507 0.00950538152 0.59804 0.54146 1.11736
45.0 0.005 0.088933 0.89644 0.010085218932 0.6496 0.52208 1.12503
60.0 0.005 0.11858 0.93215 0.009872121005 0.55405 0.51719 1.05907
70.0 0.005 0.13834 0.95805 0.01281468519 0.82991 0.73716 1.33758
90.0 0.005 0.17787 1.0233 0.01202725422 0.71175 0.57558 1.17534
120.0 0.005 0.23715 1.0415 0.01393120815 0.8676 0.66775 1.33761
150.0 0.005 0.29644 1.0778 0.01298080764 0.61161 0.70975 1.20438
200.0 0.005 0.39526 1.1099 0.01223686948 0.5418 0.55113 1.10252
250.0 0.005 0.49407 1.1266 0.0146362239 0.75204 0.6882 1.29915
300.0 0.005 0.59289 1.1418 0.01971443298 1.2627 0.80723 1.72661
