# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
1.2 8e-05 0.14822 0.59452 0.018369003344 2.045 1.3593 3.08972
1.5 8e-05 0.18528 0.69893 0.019889381117 1.2626 2.1485 2.84569
2.0 8e-05 0.24704 0.76154 0.01467525657 0.97433 1.34 1.92705
2.7 8e-05 0.3335 0.88929 0.013481280684 0.72258 1.0302 1.51596
3.5 8e-05 0.43231 0.95226 0.020764695882 1.251 1.5543 2.18057
