# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
2.0 0.0032 0.0061759 0.42584 0.0111836 0.425294
4.5 0.0032 0.013896 0.57189 0.00972367 0.569484
6.5 0.0032 0.020072 0.64107 0.0107091 0.638778
8.5 0.0032 0.026248 0.66098 0.0127106 0.690588
12.0 0.0032 0.037055 0.75383 0.0148208 0.758612
15.0 0.0032 0.046319 0.78328 0.00978003 0.803402
18.0 0.0032 0.055583 0.82948 0.0094472 0.840441
22.0 0.0032 0.067935 0.90023 0.0264739 0.881562
27.0 0.0032 0.083374 0.91323 0.0105178 0.924014
35.0 0.0032 0.10808 0.96333 0.0103109 0.978302
45.0 0.0032 0.13896 1.005 0.0103633 1.03128
