# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
90.0 0.0013 0.6841 1.466 0.0314074374 0.81667 1.6348 2.14239
1.2 0.0013 0.0091213 0.37212 0.017339638428 3.5495 2.6716 4.65969
2.7 0.0013 0.020523 0.56672 0.011512803456 0.68617 1.6268 2.03148
3.5 0.0013 0.026604 0.62339 0.011809375482 0.86778 1.3789 1.89438
4.5 0.0013 0.034205 0.66549 0.012227846358 0.85067 1.3081 1.83742
6.5 0.0013 0.049407 0.75842 0.012034456876 0.80377 1.0801 1.58678
8.5 0.0013 0.064609 0.83932 0.012373591168 0.91074 0.82994 1.47424
10.0 0.0013 0.076011 0.88846 0.023493281242 2.1252 1.2101 2.64427
12.0 0.0013 0.091213 0.93471 0.014344153131 1.0273 0.8296 1.53461
15.0 0.0013 0.11402 0.97884 0.011251667916 0.51415 0.65418 1.14949
18.0 0.0013 0.13682 1.0378 0.01116755824 0.44903 0.61584 1.07608
22.0 0.0013 0.16722 1.0574 0.02988085512 2.2695 1.4001 2.82588
27.0 0.0013 0.20523 1.1536 0.01272328512 0.47039 0.65102 1.10292
35.0 0.0013 0.26604 1.2224 0.011915735168 0.41795 0.48326 0.974782
45.0 0.0013 0.34205 1.294 0.0132474544 0.47558 0.52795 1.02376
60.0 0.0013 0.45607 1.3909 0.0170426977 0.65849 0.7277 1.2253
70.0 0.0013 0.53208 1.4142 0.02887343856 1.3204 1.3244 2.04168
90.0 0.0013 0.6841 1.4785 0.0272626529 0.65533 1.4854 1.84394
