# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
7.0 0.0008 0.086527 0.1199 0.009352
12.0 0.0008 0.148333 0.1813 0.009246
18.0 0.0008 0.222499 0.2554 0.012515
32.0 0.0008 0.395554 0.3756 0.019531
