# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
2.7 0.0008 0.03335 0.59438 0.0132896 0.603007
3.5 0.0008 0.043231 0.65903 0.0107034 0.67063
4.5 0.0008 0.055583 0.72028 0.0126935 0.739369
6.5 0.0008 0.080287 0.84903 0.0122373 0.845417
8.5 0.0008 0.10499 0.93089 0.0133775 0.926617
10.0 0.0008 0.12352 0.97675 0.0235308 0.977204
12.0 0.0008 0.14822 1.0454 0.012017 1.03508
15.0 0.0008 0.18528 1.1049 0.0120623 1.10723
18.0 0.0008 0.22233 1.1553 0.0121182 1.16683
22.0 0.0008 0.27174 1.229 0.0160093 1.23244
27.0 0.0008 0.3335 1.2885 0.0140629 1.29828
35.0 0.0008 0.43231 1.3864 0.0150013 1.37618
45.0 0.0008 0.55583 1.4601 0.0192028 1.43834
