# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
1.2 0.005 0.0023715 0.2979 0.0161828 0.320424
2.7 0.005 0.005336 0.45307 0.011038 0.439752
6.5 0.005 0.012846 0.57884 0.0092303 0.578427
8.5 0.005 0.016798 0.63241 0.0109513 0.621985
10.0 0.005 0.019763 0.62751 0.0102588 0.648595
12.0 0.005 0.023715 0.67921 0.0120694 0.678662
15.0 0.005 0.029644 0.71299 0.00822391 0.715718
18.0 0.005 0.035573 0.7438 0.00833443 0.746153
22.0 0.005 0.043478 0.769 0.0205008 0.779881
27.0 0.005 0.05336 0.79956 0.00921077 0.814498
35.0 0.005 0.06917 0.8507 0.00950538 0.858726
45.0 0.005 0.088933 0.89644 0.0100852 0.901696
60.0 0.005 0.11858 0.93215 0.00987212 0.951194
70.0 0.005 0.13834 0.95805 0.0128147 0.977733
90.0 0.005 0.17787 1.0233 0.0120273 1.02099
120.0 0.005 0.23715 1.0415 0.0139312 1.06982
150.0 0.005 0.29644 1.0778 0.0129808 1.10629
200.0 0.005 0.39526 1.1099 0.0122369 1.14983
250.0 0.005 0.49407 1.1266 0.0146362 1.17789
300.0 0.005 0.59289 1.1418 0.0197144 1.19408
