# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
0.5 0.0008 0.0061759 0.28667 0.00834167 0.252879
0.65 0.0008 0.0080287 0.31814 0.00958448 0.295131
0.85 0.0008 0.010499 0.34934 0.0192821 0.342696
1.5 0.0008 0.018528 0.48973 0.0180334 0.457641
2.7 0.0008 0.03335 0.59438 0.0132896 0.596148
3.5 0.0008 0.043231 0.65903 0.0107034 0.663277
4.5 0.0008 0.055583 0.72028 0.0126935 0.731553
6.5 0.0008 0.080287 0.84903 0.0122373 0.836966
8.5 0.0008 0.10499 0.93089 0.0133775 0.917739
10.0 0.0008 0.12352 0.97675 0.0235308 0.968088
12.0 0.0008 0.14822 1.0454 0.012017 1.02576
15.0 0.0008 0.18528 1.1049 0.0120623 1.09765
18.0 0.0008 0.22233 1.1553 0.0121182 1.15711
22.0 0.0008 0.27174 1.229 0.0160093 1.22259
27.0 0.0008 0.3335 1.2885 0.0140629 1.28836
35.0 0.0008 0.43231 1.3864 0.0150013 1.36635
45.0 0.0008 0.55583 1.4601 0.0192028 1.42871
60.0 0.0008 0.74111 1.47 0.0301351 1.46582
