# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
7.0 0.0005 0.138444 0.1616 0.009696
12.0 0.0005 0.237332 0.241 0.012773
18.0 0.0005 0.355999 0.2905 0.020335
