# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
0.2 3.98e-05 0.049655 0.21147 0.04191187371 14.932 11.96 19.8193
0.25 3.98e-05 0.062069 0.23582 0.01084819164 3.3199 1.543 4.6002
0.5 3.98e-05 0.12414 0.36428 0.011296650652 1.4847 0.81406 3.10109
0.65 3.98e-05 0.16138 0.47214 0.017382589524 2.7342 0.68407 3.68166
0.85 3.98e-05 0.21104 0.55833 0.018252701028 2.026 1.858 3.26916
