# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
2.0 0.00032 0.061759 0.62657 0.014632 0.608067
2.7 0.00032 0.083374 0.69971 0.0126271 0.698857
3.5 0.00032 0.10808 0.79091 0.0112626 0.783114
4.5 0.00032 0.13896 0.89331 0.013234 0.869483
6.5 0.00032 0.20072 1.0013 0.0127421 1.00331
8.5 0.00032 0.26248 1.107 0.014186 1.10501
10.0 0.00032 0.30879 1.1381 0.0273876 1.16711
12.0 0.00032 0.37055 1.2227 0.0150765 1.23588
15.0 0.00032 0.46319 1.3127 0.0202004 1.31512
22.0 0.00032 0.67935 1.4306 0.0461141 1.4152
